column
aeroway_apron
aeroway_helipad
aeroway_heliport
aeroway_taxiway
aeroway_windsock
aeroway_aerodrome
aeroway_gate
aeroway_hangar
aeroway_navigationaid
aeroway_runway
aeroway_terminal
amenity_animal_boarding
amenity_animal_shelter
amenity_arts_centre
amenity_atm
amenity_baby_hatch
amenity_bank
amenity_bar
amenity_bbq
amenity_bench
amenity_bicycle_parking
amenity_bicycle_rental
amenity_bicycle_repair_station
amenity_biergarten
amenity_boat_rental
amenity_brothel
amenity_bureau_de_change
amenity_bus_station
amenity_cafe
amenity_car_rental
amenity_car_sharing
amenity_car_wash
amenity_casino
amenity_charging_station
amenity_childcare
amenity_cinema
amenity_clinic
amenity_clock
amenity_college
amenity_community_centre
amenity_conference_centre
amenity_courthouse
amenity_crematorium
amenity_dentist
amenity_doctors
amenity_drinking_water
amenity_driving_school
amenity_embassy
amenity_events_venue
amenity_fast_food
amenity_ferry_terminal
amenity_fire_station
amenity_food_court
amenity_fountain
amenity_fuel
amenity_funeral_hall
amenity_gambling
amenity_grave_yard
amenity_grit_bin
amenity_hospital
amenity_hunting_stand
amenity_ice_cream
amenity_internet_cafe
amenity_kindergarten
amenity_language_school
amenity_library
amenity_lounger
amenity_love_hotel
amenity_marketplace
amenity_monastery
amenity_motorcycle_parking
amenity_music_school
amenity_nightclub
amenity_nursing_home
amenity_parking
amenity_parking_entrance
amenity_parking_space
amenity_pharmacy
amenity_photo_booth
amenity_place_of_mourning
amenity_place_of_worship
amenity_planetarium
amenity_police
amenity_post_box
amenity_post_depot
amenity_post_office
amenity_prison
amenity_pub
amenity_public_bath
amenity_public_bookcase
amenity_ranger_station
amenity_recycling
amenity_restaurant
amenity_school
amenity_shelter
amenity_shower
amenity_social_centre
amenity_social_facility
amenity_stripclub
amenity_studio
amenity_swingerclub
amenity_taxi
amenity_telephone
amenity_theatre
amenity_toilets
amenity_townhall
amenity_university
amenity_vehicle_inspection
amenity_vending_machine
amenity_veterinary
amenity_waste_disposal
amenity_waste_transfer_station
amenity_water_point
amenity_watering_place
amenity_toy_library
amenity_boat_sharing
amenity_dog_toilet
amenity_give_box
amenity_sanitary_dump_station
amenity_animal_breeding
amenity_dive_centre
amenity_gym
amenity_kitchen
amenity_kneipp_water_cure
amenity_refugee_site
building_apartments
building_barn
building_bridge
building_bungalow
building_bunker
building_cabin
building_carport
building_cathedral
building_chapel
building_church
building_civic
building_college
building_commercial
building_construction
building_container
building_detached
building_dormitory
building_farm
building_farm_auxiliary
building_garage
building_garages
building_government
building_grandstand
building_greenhouse
building_hangar
building_hospital
building_hotel
building_house
building_hut
building_industrial
building_kindergarten
building_kiosk
building_monastery
building_mosque
building_office
building_parking
building_pavilion
building_public
building_religious
building_residential
building_retail
building_roof
building_ruins
building_school
building_semidetached_house
building_service
building_shed
building_sports_hall
building_stable
building_stadium
building_static_caravan
building_supermarket
building_synagogue
building_temple
building_terrace
building_toilets
building_train_station
building_transformer_tower
building_transportation
building_tree_house
building_university
building_warehouse
building_water_tower
building_yes
building_houseboat
building_presbytery
building_shrine
building_bakehouse
building_fire_station
building_conservatory
building_cowshed
building_sty
building_riding_hall
building_military
building_gatehouse
healthcare_alternative
healthcare_blood_donation
healthcare_counselling
healthcare_hospice
healthcare_laboratory
healthcare_midwife
healthcare_optometrist
healthcare_physiotherapist
healthcare_podiatrist
healthcare_psychotherapist
healthcare_rehabilitation
healthcare_sample_collection
healthcare_speech_therapist
healthcare_vaccination_centre
healthcare_audiologist
healthcare_birthing_center
healthcare_blood_bank
healthcare_dialysis
healthcare_nurse
healthcare_occupational_therapist
historic_aircraft
historic_aqueduct
historic_archaeological_site
historic_battlefield
historic_bomb_crater
historic_boundary_stone
historic_building
historic_castle
historic_citywalls
historic_fort
historic_locomotive
historic_manor
historic_memorial
historic_milestone
historic_monastery
historic_monument
historic_ruins
historic_tank
historic_wayside_cross
historic_wayside_shrine
historic_wreck
historic_yes
historic_cannon
historic_castle_wall
historic_charcoal_pile
historic_church
historic_city_gate
historic_farm
historic_highwater_mark
historic_pillory
historic_railway_car
historic_rune_stone
historic_ship
historic_tower
landuse_allotments
landuse_basin
landuse_brownfield
landuse_cemetery
landuse_commercial
landuse_construction
landuse_depot
landuse_farmland
landuse_farmyard
landuse_flowerbed
landuse_forest
landuse_garages
landuse_greenfield
landuse_greenhouse_horticulture
landuse_industrial
landuse_landfill
landuse_meadow
landuse_military
landuse_orchard
landuse_plant_nursery
landuse_quarry
landuse_railway
landuse_recreation_ground
landuse_religious
landuse_reservoir
landuse_residential
landuse_retail
landuse_village_green
landuse_vineyard
landuse_conservation
landuse_port
landuse_winter_sports
leisure_adult_gaming_centre
leisure_amusement_arcade
leisure_common
leisure_dance
leisure_disc_golf_course
leisure_dog_park
leisure_escape_game
leisure_firepit
leisure_fishing
leisure_fitness_centre
leisure_fitness_station
leisure_garden
leisure_hackerspace
leisure_horse_riding
leisure_ice_rink
leisure_marina
leisure_miniature_golf
leisure_nature_reserve
leisure_park
leisure_picnic_table
leisure_pitch
leisure_playground
leisure_slipway
leisure_sports_centre
leisure_stadium
leisure_swimming_pool
leisure_track
leisure_water_park
leisure_beach_resort
leisure_bandstand
leisure_bird_hide
leisure_summer_camp
leisure_swimming_area
military_barracks
military_bunker
military_obstacle_course
military_range
military_trench
military_airfield
military_checkpoint
military_danger_area
military_naval_base
military_office
military_training_area
natural_arete
natural_beach
natural_cave_entrance
natural_cliff
natural_grassland
natural_heath
natural_peak
natural_peninsula
natural_ridge
natural_rock
natural_sand
natural_scree
natural_scrub
natural_shingle
natural_spring
natural_stone
natural_water
natural_wetland
natural_wood
natural_fell
natural_bare_rock
natural_mud
natural_bay
natural_strait
natural_cape
natural_coastline
natural_reef
natural_hot_spring
natural_isthmus
natural_saddle
natural_dune
natural_sinkhole
office_accountant
office_advertising_agency
office_architect
office_association
office_charity
office_company
office_consulting
office_coworking
office_diplomatic
office_educational_institution
office_employment_agency
office_energy_supplier
office_engineer
office_estate_agent
office_financial
office_financial_advisor
office_forestry
office_foundation
office_government
office_insurance
office_it
office_lawyer
office_logistics
office_moving_company
office_newspaper
office_ngo
office_notary
office_political_party
office_quango
office_religion
office_research
office_surveyor
office_tax_advisor
office_telecommunication
office_yes
office_courier
office_guide
office_property_management
office_visa
office_water_utility
shop_alcohol
shop_antiques
shop_appliance
shop_art
shop_baby_goods
shop_bag
shop_bakery
shop_bathroom_furnishing
shop_beauty
shop_bed
shop_beverages
shop_bicycle
shop_boat
shop_bookmaker
shop_books
shop_boutique
shop_butcher
shop_camera
shop_cannabis
shop_car
shop_car_parts
shop_car_repair
shop_carpet
shop_charity
shop_cheese
shop_chemist
shop_chocolate
shop_clothes
shop_coffee
shop_collector
shop_computer
shop_confectionery
shop_convenience
shop_copyshop
shop_cosmetics
shop_craft
shop_curtain
shop_deli
shop_department_store
shop_doityourself
shop_doors
shop_dry_cleaning
shop_electrical
shop_electronics
shop_energy
shop_erotic
shop_fabric
shop_farm
shop_fashion
shop_fashion_accessories
shop_fishing
shop_flooring
shop_florist
shop_frame
shop_funeral_directors
shop_furniture
shop_games
shop_garden_centre
shop_garden_furniture
shop_gas
shop_general
shop_gift
shop_glaziery
shop_golf
shop_greengrocer
shop_hairdresser
shop_hairdresser_supply
shop_hardware
shop_health_food
shop_hearing_aids
shop_herbalist
shop_hifi
shop_household_linen
shop_houseware
shop_hunting
shop_ice_cream
shop_interior_decoration
shop_jewelry
shop_kiosk
shop_kitchen
shop_lamps
shop_laundry
shop_leather
shop_lighting
shop_locksmith
shop_lottery
shop_mall
shop_massage
shop_medical_supply
shop_mobile_phone
shop_model
shop_money_lender
shop_motorcycle
shop_music
shop_musical_instrument
shop_newsagent
shop_nutrition_supplements
shop_optician
shop_organic
shop_outdoor
shop_outpost
shop_paint
shop_pastry
shop_pawnbroker
shop_perfumery
shop_pet
shop_pet_grooming
shop_photo
shop_pyrotechnics
shop_radiotechnics
shop_religion
shop_scuba_diving
shop_seafood
shop_second_hand
shop_security
shop_sewing
shop_shoes
shop_spices
shop_sports
shop_stationery
shop_storage_rental
shop_supermarket
shop_swimming_pool
shop_tailor
shop_tattoo
shop_tea
shop_ticket
shop_tiles
shop_tobacco
shop_toys
shop_trade
shop_travel_agency
shop_trophy
shop_tyres
shop_vacant
shop_variety_store
shop_video
shop_video_games
shop_watches
shop_weapons
shop_wholesale
shop_window_blind
shop_wine
shop_wool
shop_brewing_supplies
shop_dairy
shop_frozen_food
shop_pasta
shop_water
shop_drugstore
shop_agrarian
shop_fireplace
shop_groundskeeping
shop_windows
shop_candles
shop_vacuum_cleaner
shop_atv
shop_caravan
shop_fuel
shop_military_surplus
shop_ski
shop_anime
shop_party
shop_pest_control
sport_10pin
sport_9pin
sport_aikido
sport_american_football
sport_archery
sport_athletics
sport_badminton
sport_baseball
sport_basketball
sport_beachvolleyball
sport_billiards
sport_bmx
sport_bobsleigh
sport_boules
sport_boxing
sport_canoe
sport_chess
sport_climbing
sport_cricket
sport_crossfit
sport_cycling
sport_darts
sport_equestrian
sport_field_hockey
sport_fitness
sport_futsal
sport_golf
sport_gymnastics
sport_handball
sport_horse_racing
sport_ice_hockey
sport_ice_skating
sport_ice_stock
sport_judo
sport_karate
sport_karting
sport_kickboxing
sport_martial_arts
sport_miniature_golf
sport_motor
sport_multi
sport_paddle_tennis
sport_rc_car
sport_roller_skating
sport_rowing
sport_running
sport_scuba_diving
sport_shooting
sport_skateboard
sport_skiing
sport_snooker
sport_soccer
sport_squash
sport_swimming
sport_table_soccer
sport_table_tennis
sport_taekwondo
sport_tennis
sport_toboggan
sport_volleyball
sport_water_ski
sport_yoga
sport_bandy
sport_biathlon
sport_bowls
sport_bullfighting
sport_canadian_football
sport_cliff_diving
sport_climbing_adventure
sport_croquet
sport_curling
sport_dog_agility
sport_dog_racing
sport_fencing
sport_floorball
sport_free_flying
sport_gaelic_games
sport_hapkido
sport_horseshoes
sport_kitesurfing
sport_korfball
sport_lacrosse
sport_model_aerodrome
sport_motocross
sport_netball
sport_obstacle_course
sport_orienteering
sport_padel
sport_parachuting
sport_parkour
sport_pelota
sport_pickleball
sport_pilates
sport_pole_dance
sport_racquet
sport_rugby_league
sport_rugby_union
sport_sailing
sport_ski_jumping
sport_speedway
sport_surfing
sport_wakeboarding
sport_water_polo
sport_weightlifting
sport_wrestling
tourism_apartment
tourism_aquarium
tourism_artwork
tourism_attraction
tourism_camp_site
tourism_caravan_site
tourism_chalet
tourism_gallery
tourism_guest_house
tourism_hostel
tourism_hotel
tourism_information
tourism_motel
tourism_museum
tourism_picnic_site
tourism_theme_park
tourism_viewpoint
tourism_yes
tourism_zoo
tourism_alpine_hut
