column
tourism_camp_pitch
tourism_wilderness_hut
water_basin
water_canal
water_lake
water_lock
water_oxbow
water_pond
water_reflecting_pool
water_reservoir
water_river
water_wastewater
water_ditch
water_fish_pass
water_lagoon
water_moat
waterway_canal
waterway_dam
waterway_ditch
waterway_dock
waterway_drain
waterway_fuel
waterway_lock_gate
waterway_river
waterway_riverbank
waterway_stream
waterway_waterfall
waterway_weir
waterway_tidal_channel
waterway_pressurised
waterway_fairway
waterway_boatyard
waterway_turning_point
waterway_water_point
city
